point real,point imag,potential real,potential imag
1.512541e+01,1.269172e+01,4.454142e-04,-2.526070e-03
1.517498e+01,1.273332e+01,4.425091e-04,-2.509594e-03
1.523494e+01,1.278363e+01,4.390324e-04,-2.489877e-03
1.537326e+01,1.289969e+01,4.311678e-04,-2.445274e-03
1.558300e+01,1.307569e+01,4.196389e-04,-2.379891e-03
1.585436e+01,1.330338e+01,4.053974e-04,-2.299123e-03
1.617462e+01,1.357212e+01,3.895022e-04,-2.208977e-03
1.652882e+01,1.386933e+01,3.729875e-04,-2.115317e-03
1.690040e+01,1.418112e+01,3.567666e-04,-2.023324e-03
1.727198e+01,1.449291e+01,3.415813e-04,-1.937204e-03
1.762618e+01,1.479012e+01,3.279909e-04,-1.860129e-03
1.794644e+01,1.505885e+01,3.163890e-04,-1.794331e-03
1.821779e+01,1.528654e+01,3.070341e-04,-1.741277e-03
1.842754e+01,1.546254e+01,3.000844e-04,-1.701863e-03
1.856586e+01,1.557860e+01,2.956297e-04,-1.676600e-03
1.862582e+01,1.562892e+01,2.937293e-04,-1.665821e-03
1.869618e+01,1.568796e+01,2.915226e-04,-1.653307e-03
1.885848e+01,1.582414e+01,2.865265e-04,-1.624972e-03
1.910459e+01,1.603065e+01,2.791919e-04,-1.583376e-03
1.942298e+01,1.629782e+01,2.701135e-04,-1.531890e-03
1.979877e+01,1.661314e+01,2.599572e-04,-1.474290e-03
2.021438e+01,1.696188e+01,2.493776e-04,-1.414291e-03
2.065037e+01,1.732772e+01,2.389585e-04,-1.355201e-03
2.108636e+01,1.769356e+01,2.291790e-04,-1.299739e-03
2.150197e+01,1.804230e+01,2.204051e-04,-1.249979e-03
2.187776e+01,1.835762e+01,2.128985e-04,-1.207407e-03
2.219615e+01,1.862478e+01,2.068344e-04,-1.173016e-03
2.244226e+01,1.883129e+01,2.023229e-04,-1.147430e-03
2.260455e+01,1.896747e+01,1.994281e-04,-1.131013e-03
2.267492e+01,1.902651e+01,1.981923e-04,-1.124004e-03
2.275567e+01,1.909428e+01,1.967881e-04,-1.116041e-03
2.294195e+01,1.925058e+01,1.936055e-04,-1.097991e-03
2.322442e+01,1.948760e+01,1.889246e-04,-1.071445e-03
2.358985e+01,1.979424e+01,1.831166e-04,-1.038506e-03
2.402116e+01,2.015615e+01,1.765998e-04,-1.001547e-03
2.449817e+01,2.055641e+01,1.697895e-04,-9.629240e-04
2.499858e+01,2.097630e+01,1.630600e-04,-9.247590e-04
2.549899e+01,2.139620e+01,1.567227e-04,-8.888189e-04
2.597601e+01,2.179646e+01,1.510196e-04,-8.564748e-04
2.640731e+01,2.215837e+01,1.461267e-04,-8.287259e-04
2.677275e+01,2.246500e+01,1.421648e-04,-8.062569e-04
2.705522e+01,2.270203e+01,1.392118e-04,-7.895093e-04
2.724149e+01,2.285833e+01,1.373145e-04,-7.787490e-04
2.732225e+01,2.292609e+01,1.365039e-04,-7.741523e-04
2.741340e+01,2.300258e+01,1.355977e-04,-7.690126e-04
2.762366e+01,2.317900e+01,1.335414e-04,-7.573507e-04
2.794249e+01,2.344653e+01,1.305113e-04,-7.401661e-04
2.835497e+01,2.379264e+01,1.267418e-04,-7.187885e-04
2.884180e+01,2.420114e+01,1.224993e-04,-6.947279e-04
2.938021e+01,2.465293e+01,1.180506e-04,-6.694983e-04
2.994504e+01,2.512687e+01,1.136392e-04,-6.444801e-04
3.050987e+01,2.560082e+01,1.094706e-04,-6.208385e-04
3.104829e+01,2.605261e+01,1.057068e-04,-5.994930e-04
3.153512e+01,2.646111e+01,1.024682e-04,-5.811263e-04
3.194759e+01,2.680721e+01,9.983937e-05,-5.662172e-04
3.226643e+01,2.707475e+01,9.787605e-05,-5.550826e-04
3.247668e+01,2.725117e+01,9.661286e-05,-5.479187e-04
3.256783e+01,2.732766e+01,9.607280e-05,-5.448559e-04
3.266938e+01,2.741287e+01,9.547647e-05,-5.414740e-04
3.290361e+01,2.760941e+01,9.412197e-05,-5.337922e-04
3.325881e+01,2.790745e+01,9.212231e-05,-5.224516e-04
3.371833e+01,2.829303e+01,8.962851e-05,-5.083085e-04
3.426068e+01,2.874812e+01,8.681330e-05,-4.923427e-04
3.486050e+01,2.925143e+01,8.385152e-05,-4.755456e-04
3.548974e+01,2.977943e+01,8.090445e-05,-4.588319e-04
3.611899e+01,3.030743e+01,7.811006e-05,-4.429842e-04
3.671881e+01,3.081074e+01,7.557896e-05,-4.286296e-04
3.726116e+01,3.126583e+01,7.339481e-05,-4.162426e-04
3.772068e+01,3.165141e+01,7.161749e-05,-4.061630e-04
3.807588e+01,3.194945e+01,7.028754e-05,-3.986204e-04
3.831011e+01,3.214600e+01,6.943068e-05,-3.937609e-04
3.841166e+01,3.223121e+01,6.906406e-05,-3.916817e-04
3.852360e+01,3.232514e+01,6.866326e-05,-3.894087e-04
3.878181e+01,3.254180e+01,6.775198e-05,-3.842406e-04
3.917337e+01,3.287036e+01,6.640432e-05,-3.765976e-04
3.967993e+01,3.329541e+01,6.471968e-05,-3.670436e-04
4.027780e+01,3.379709e+01,6.281258e-05,-3.562278e-04
4.093903e+01,3.435192e+01,6.079993e-05,-3.448135e-04
4.163269e+01,3.493398e+01,5.879077e-05,-3.334191e-04
4.232635e+01,3.551603e+01,5.687959e-05,-3.225802e-04
4.298758e+01,3.607086e+01,5.514322e-05,-3.127328e-04
4.358545e+01,3.657254e+01,5.364077e-05,-3.042119e-04
4.409201e+01,3.699759e+01,5.241532e-05,-2.972621e-04
4.448357e+01,3.732615e+01,5.149664e-05,-2.920519e-04
4.474178e+01,3.754281e+01,5.090396e-05,-2.886907e-04
4.485373e+01,3.763674e+01,5.065019e-05,-2.872515e-04
4.497607e+01,3.773940e+01,5.037502e-05,-2.856909e-04
4.525826e+01,3.797619e+01,4.974879e-05,-2.821394e-04
4.568617e+01,3.833525e+01,4.882122e-05,-2.768789e-04
4.623978e+01,3.879978e+01,4.765920e-05,-2.702887e-04
4.689317e+01,3.934804e+01,4.634031e-05,-2.628090e-04
4.761580e+01,3.995440e+01,4.494444e-05,-2.548926e-04
4.837388e+01,4.059051e+01,4.354680e-05,-2.469662e-04
4.913196e+01,4.122661e+01,4.221336e-05,-2.394039e-04
4.985459e+01,4.183297e+01,4.099848e-05,-2.325140e-04
5.050799e+01,4.238123e+01,3.994459e-05,-2.265370e-04
5.106159e+01,4.284576e+01,3.908314e-05,-2.216515e-04
5.148951e+01,4.320483e+01,3.843622e-05,-2.179826e-04
5.177170e+01,4.344161e+01,3.801835e-05,-2.156128e-04
5.189404e+01,4.354427e+01,3.783931e-05,-2.145974e-04
5.202677e+01,4.365565e+01,3.764648e-05,-2.135038e-04
5.233294e+01,4.391255e+01,3.720727e-05,-2.110129e-04
5.279722e+01,4.430213e+01,3.655577e-05,-2.073181e-04
5.339787e+01,4.480613e+01,3.573801e-05,-2.026803e-04
5.410678e+01,4.540098e+01,3.480765e-05,-1.974040e-04
5.489082e+01,4.605887e+01,3.382040e-05,-1.918050e-04
5.571332e+01,4.674902e+01,3.282919e-05,-1.861836e-04
5.653581e+01,4.743918e+01,3.188092e-05,-1.808057e-04
5.731985e+01,4.809707e+01,3.101473e-05,-1.758933e-04
5.802877e+01,4.869192e+01,3.026157e-05,-1.716219e-04
5.862941e+01,4.919592e+01,2.964470e-05,-1.681235e-04
5.909369e+01,4.958550e+01,2.918071e-05,-1.654920e-04
5.939986e+01,4.984240e+01,2.888067e-05,-1.637904e-04
5.953260e+01,4.995378e+01,2.875203e-05,-1.630609e-04
5.967573e+01,5.007388e+01,2.861427e-05,-1.622796e-04
6.000587e+01,5.035091e+01,2.830027e-05,-1.604988e-04
6.050652e+01,5.077100e+01,2.783389e-05,-1.578538e-04
6.115420e+01,5.131447e+01,2.724743e-05,-1.545278e-04
6.191864e+01,5.195591e+01,2.657880e-05,-1.507358e-04
6.276408e+01,5.266532e+01,2.586758e-05,-1.467023e-04
6.365100e+01,5.340953e+01,2.515172e-05,-1.426425e-04
6.453791e+01,5.415374e+01,2.446518e-05,-1.387489e-04
6.538335e+01,5.486315e+01,2.383657e-05,-1.351839e-04
6.614779e+01,5.550459e+01,2.328882e-05,-1.320775e-04
6.679548e+01,5.604806e+01,2.283937e-05,-1.295285e-04
6.729612e+01,5.646815e+01,2.250081e-05,-1.276084e-04
6.762627e+01,5.674518e+01,2.228165e-05,-1.263655e-04
6.776940e+01,5.686528e+01,2.218763e-05,-1.258323e-04
6.792293e+01,5.699410e+01,2.208744e-05,-1.252641e-04
6.827705e+01,5.729125e+01,2.185892e-05,-1.239681e-04
6.881406e+01,5.774185e+01,2.151909e-05,-1.220408e-04
6.950878e+01,5.832479e+01,2.109108e-05,-1.196134e-04
7.032874e+01,5.901282e+01,2.060215e-05,-1.168406e-04
7.123559e+01,5.977376e+01,2.008094e-05,-1.138847e-04
7.218692e+01,6.057202e+01,1.955515e-05,-1.109028e-04
7.313825e+01,6.137028e+01,1.904974e-05,-1.080364e-04
7.404510e+01,6.213122e+01,1.858598e-05,-1.054063e-04
7.486506e+01,6.281924e+01,1.818109e-05,-1.031101e-04
7.555979e+01,6.340219e+01,1.784829e-05,-1.012227e-04
7.609679e+01,6.385279e+01,1.759728e-05,-9.979912e-05
7.645092e+01,6.414994e+01,1.743463e-05,-9.887671e-05
7.660444e+01,6.427876e+01,1.736482e-05,-9.848078e-05
7.668431e+01,6.434578e+01,1.732866e-05,-9.827574e-05
7.686854e+01,6.450036e+01,1.724570e-05,-9.780524e-05
7.714791e+01,6.473478e+01,1.712103e-05,-9.709818e-05
7.750933e+01,6.503805e+01,1.696173e-05,-9.619477e-05
7.793590e+01,6.539598e+01,1.677657e-05,-9.514464e-05
7.840767e+01,6.579184e+01,1.657529e-05,-9.400314e-05
7.890258e+01,6.620712e+01,1.636801e-05,-9.282758e-05
7.939749e+01,6.662240e+01,1.616459e-05,-9.167393e-05
7.986926e+01,6.701827e+01,1.597419e-05,-9.059413e-05
8.029583e+01,6.737620e+01,1.580492e-05,-8.963413e-05
8.065725e+01,6.767947e+01,1.566359e-05,-8.883265e-05
8.093661e+01,6.791388e+01,1.555565e-05,-8.822046e-05
8.112084e+01,6.806847e+01,1.548507e-05,-8.782022e-05
8.120071e+01,6.813549e+01,1.545463e-05,-8.764754e-05
8.252426e+01,6.924608e+01,1.496287e-05,-8.485864e-05
8.557717e+01,7.180777e+01,1.391433e-05,-7.891209e-05
9.020667e+01,7.569239e+01,1.252278e-05,-7.102023e-05
9.619591e+01,8.071795e+01,1.101197e-05,-6.245198e-05
1.032648e+02,8.664942e+01,9.555951e-06,-5.419449e-05
1.110827e+02,9.320942e+01,8.258204e-06,-4.683460e-05
1.192841e+02,1.000912e+02,7.161654e-06,-4.061576e-05
1.274855e+02,1.069730e+02,6.269845e-06,-3.555806e-05
1.353034e+02,1.135330e+02,5.566227e-06,-3.156764e-05
1.423722e+02,1.194645e+02,5.027217e-06,-2.851077e-05
1.483615e+02,1.244900e+02,4.629520e-06,-2.625532e-05
1.529910e+02,1.283747e+02,4.353581e-06,-2.469039e-05
1.560439e+02,1.309363e+02,4.184897e-06,-2.373373e-05
1.573674e+02,1.320469e+02,4.114798e-06,-2.333618e-05
1.599346e+02,1.342011e+02,3.983759e-06,-2.259302e-05
1.658562e+02,1.391699e+02,3.704371e-06,-2.100853e-05
1.748359e+02,1.467047e+02,3.333627e-06,-1.890594e-05
1.864529e+02,1.564526e+02,2.931161e-06,-1.662344e-05
2.001641e+02,1.679576e+02,2.543349e-06,-1.442405e-05
2.153281e+02,1.806817e+02,2.197742e-06,-1.246402e-05
2.312360e+02,1.940300e+02,1.905756e-06,-1.080808e-05
2.471439e+02,2.073783e+02,1.668317e-06,-9.461493e-06
2.623079e+02,2.201025e+02,1.481001e-06,-8.399174e-06
2.760190e+02,2.316075e+02,1.337519e-06,-7.585449e-06
2.876361e+02,2.413553e+02,1.231662e-06,-6.985100e-06
2.966157e+02,2.488902e+02,1.158217e-06,-6.568573e-06
3.025373e+02,2.538590e+02,1.113321e-06,-6.313955e-06
3.051046e+02,2.560131e+02,1.094664e-06,-6.208147e-06
3.089155e+02,2.592109e+02,1.067822e-06,-6.055919e-06
3.177057e+02,2.665868e+02,1.009550e-06,-5.725445e-06
3.310355e+02,2.777718e+02,9.298844e-07,-5.273637e-06
3.482804e+02,2.922419e+02,8.400790e-07,-4.764325e-06
3.686338e+02,3.093205e+02,7.498733e-07,-4.252743e-06
3.911440e+02,3.282088e+02,6.660470e-07,-3.777340e-06
4.147583e+02,3.480236e+02,5.923630e-07,-3.359457e-06
4.383727e+02,3.678384e+02,5.302627e-07,-3.007269e-06
4.608829e+02,3.867267e+02,4.797301e-07,-2.720685e-06
4.812363e+02,4.038052e+02,4.400088e-07,-2.495414e-06
4.984812e+02,4.182754e+02,4.100914e-07,-2.325744e-06
5.118109e+02,4.294604e+02,3.890084e-07,-2.206176e-06
5.206012e+02,4.368363e+02,3.759826e-07,-2.132304e-06
5.244121e+02,4.400340e+02,3.705379e-07,-2.101425e-06
5.294667e+02,4.442753e+02,3.634970e-07,-2.061494e-06
5.411257e+02,4.540584e+02,3.480021e-07,-1.973618e-06
5.588056e+02,4.688936e+02,3.263297e-07,-1.850708e-06
5.816783e+02,4.880860e+02,3.011705e-07,-1.708023e-06
6.086740e+02,5.107381e+02,2.750481e-07,-1.559876e-06
6.385303e+02,5.357905e+02,2.499281e-07,-1.417413e-06
6.698511e+02,5.620719e+02,2.271023e-07,-1.287961e-06
7.011720e+02,5.883532e+02,2.072665e-07,-1.175466e-06
7.310283e+02,6.134056e+02,1.906820e-07,-1.081411e-06
7.580240e+02,6.360577e+02,1.773423e-07,-1.005758e-06
7.808967e+02,6.552501e+02,1.671056e-07,-9.477029e-07
7.985766e+02,6.700853e+02,1.597883e-07,-9.062045e-07
8.102356e+02,6.798684e+02,1.552228e-07,-8.803123e-07
8.152902e+02,6.841097e+02,1.533041e-07,-8.694307e-07
8.215884e+02,6.893946e+02,1.509627e-07,-8.561518e-07
8.361161e+02,7.015847e+02,1.457622e-07,-8.266587e-07
8.581461e+02,7.200701e+02,1.383744e-07,-7.847601e-07
8.866466e+02,7.439848e+02,1.296215e-07,-7.351201e-07
9.202846e+02,7.722105e+02,1.203189e-07,-6.823624e-07
9.574870e+02,8.034270e+02,1.111507e-07,-6.303672e-07
9.965144e+02,8.361749e+02,1.026150e-07,-5.819588e-07
1.035542e+03,8.689227e+02,9.502611e-08,-5.389198e-07
1.072744e+03,9.001393e+02,8.854944e-08,-5.021888e-07
1.106382e+03,9.283649e+02,8.324686e-08,-4.721164e-07
1.134883e+03,9.522796e+02,7.911817e-08,-4.487015e-07
1.156913e+03,9.707650e+02,7.613371e-08,-4.317757e-07
1.171440e+03,9.829552e+02,7.425707e-08,-4.211328e-07
1.177739e+03,9.882400e+02,7.346497e-08,-4.166406e-07
1.185281e+03,9.945685e+02,7.253303e-08,-4.113553e-07
1.202677e+03,1.009166e+03,7.044988e-08,-3.995411e-07
1.229057e+03,1.031301e+03,6.745809e-08,-3.825739e-07
1.263185e+03,1.059938e+03,6.386221e-08,-3.621806e-07
1.303466e+03,1.093738e+03,5.997621e-08,-3.401420e-07
1.348014e+03,1.131118e+03,5.607757e-08,-3.180317e-07
1.394748e+03,1.170333e+03,5.238255e-08,-2.970762e-07
1.441482e+03,1.209547e+03,4.904105e-08,-2.781256e-07
1.486030e+03,1.246928e+03,4.614479e-08,-2.617001e-07
1.526311e+03,1.280727e+03,4.374136e-08,-2.480696e-07
1.560439e+03,1.309364e+03,4.184895e-08,-2.373372e-07
1.586819e+03,1.331499e+03,4.046907e-08,-2.295115e-07
1.604216e+03,1.346097e+03,3.959613e-08,-2.245608e-07
1.611758e+03,1.352425e+03,3.922643e-08,-2.224641e-07
1.620543e+03,1.359797e+03,3.880225e-08,-2.200585e-07
1.640808e+03,1.376802e+03,3.784971e-08,-2.146564e-07
1.671538e+03,1.402587e+03,3.647081e-08,-2.068362e-07
1.711295e+03,1.435947e+03,3.479594e-08,-1.973376e-07
1.758217e+03,1.475319e+03,3.296349e-08,-1.869452e-07
1.810112e+03,1.518864e+03,3.110050e-08,-1.763797e-07
1.864552e+03,1.564545e+03,2.931090e-08,-1.662303e-07
1.918993e+03,1.610226e+03,2.767143e-08,-1.569325e-07
1.970887e+03,1.653771e+03,2.623340e-08,-1.487770e-07
2.017810e+03,1.693143e+03,2.502751e-08,-1.419381e-07
2.057566e+03,1.726503e+03,2.406970e-08,-1.365060e-07
2.088296e+03,1.752289e+03,2.336652e-08,-1.325181e-07
2.108561e+03,1.769293e+03,2.291953e-08,-1.299831e-07
2.117347e+03,1.776665e+03,2.272972e-08,-1.289067e-07
2.127376e+03,1.785081e+03,2.251591e-08,-1.276941e-07
2.150510e+03,1.804492e+03,2.203410e-08,-1.249616e-07
2.185590e+03,1.833928e+03,2.133245e-08,-1.209823e-07
2.230974e+03,1.872010e+03,2.047336e-08,-1.161102e-07
2.284539e+03,1.916956e+03,1.952455e-08,-1.107292e-07
2.343780e+03,1.966665e+03,1.855003e-08,-1.052024e-07
2.405927e+03,2.018812e+03,1.760408e-08,-9.983771e-08
2.468074e+03,2.070960e+03,1.672869e-08,-9.487312e-08
2.527314e+03,2.120669e+03,1.595363e-08,-9.047755e-08
2.580879e+03,2.165615e+03,1.529829e-08,-8.676090e-08
2.626263e+03,2.203696e+03,1.477412e-08,-8.378821e-08
2.661344e+03,2.233132e+03,1.438720e-08,-8.159386e-08
2.684477e+03,2.252544e+03,1.414030e-08,-8.019364e-08
2.694507e+03,2.260960e+03,1.403523e-08,-7.959777e-08
2.705780e+03,2.270419e+03,1.391853e-08,-7.893590e-08
2.731782e+03,2.292237e+03,1.365482e-08,-7.744035e-08
2.771213e+03,2.325323e+03,1.326901e-08,-7.525229e-08
2.822224e+03,2.368127e+03,1.279367e-08,-7.255650e-08
2.882431e+03,2.418647e+03,1.226479e-08,-6.955709e-08
2.949018e+03,2.474520e+03,1.171718e-08,-6.645144e-08
3.018872e+03,2.533134e+03,1.118121e-08,-6.341180e-08
3.088725e+03,2.591748e+03,1.068119e-08,-6.057604e-08
3.155312e+03,2.647621e+03,1.023513e-08,-5.804633e-08
3.215519e+03,2.698141e+03,9.855439e-09,-5.589297e-08
3.266531e+03,2.740945e+03,9.550028e-09,-5.416090e-08
3.305961e+03,2.774031e+03,9.323578e-09,-5.287664e-08
3.331964e+03,2.795850e+03,9.178625e-09,-5.205457e-08
3.343237e+03,2.805309e+03,9.116831e-09,-5.170412e-08
3.355754e+03,2.815812e+03,9.048947e-09,-5.131913e-08
3.384625e+03,2.840037e+03,8.895230e-09,-5.044735e-08
3.428405e+03,2.876774e+03,8.669496e-09,-4.916716e-08
3.485045e+03,2.924300e+03,8.389990e-09,-4.758200e-08
3.551894e+03,2.980393e+03,8.077149e-09,-4.580779e-08
3.625827e+03,3.042430e+03,7.751110e-09,-4.395873e-08
3.703387e+03,3.107511e+03,7.429848e-09,-4.213676e-08
3.780947e+03,3.172591e+03,7.128153e-09,-4.042576e-08
3.854880e+03,3.234628e+03,6.857352e-09,-3.888997e-08
3.921729e+03,3.290722e+03,6.625565e-09,-3.757545e-08
3.978369e+03,3.338248e+03,6.438253e-09,-3.651315e-08
4.022150e+03,3.374984e+03,6.298856e-09,-3.572259e-08
4.051021e+03,3.399210e+03,6.209394e-09,-3.521522e-08
4.063537e+03,3.409713e+03,6.171200e-09,-3.499861e-08
4.077298e+03,3.421259e+03,6.129616e-09,-3.476278e-08
4.109038e+03,3.447892e+03,6.035287e-09,-3.422781e-08
4.157168e+03,3.488278e+03,5.896345e-09,-3.343984e-08
4.219436e+03,3.540527e+03,5.723602e-09,-3.246016e-08
4.292927e+03,3.602194e+03,5.529312e-09,-3.135828e-08
4.374207e+03,3.670395e+03,5.325735e-09,-3.020374e-08
4.459473e+03,3.741942e+03,5.124023e-09,-2.905978e-08
4.544739e+03,3.813489e+03,4.933558e-09,-2.797960e-08
4.626019e+03,3.881690e+03,4.761715e-09,-2.700503e-08
4.699510e+03,3.943357e+03,4.613951e-09,-2.616702e-08
4.761778e+03,3.995606e+03,4.494071e-09,-2.548714e-08
4.809908e+03,4.035992e+03,4.404580e-09,-2.497962e-08
4.841648e+03,4.062625e+03,4.347021e-09,-2.465318e-08
4.855409e+03,4.074172e+03,4.322416e-09,-2.451364e-08
4.870413e+03,4.086761e+03,4.295826e-09,-2.436284e-08
4.905021e+03,4.115801e+03,4.235419e-09,-2.402026e-08
4.957502e+03,4.159838e+03,4.146220e-09,-2.351438e-08
5.025397e+03,4.216809e+03,4.034943e-09,-2.288330e-08
5.105531e+03,4.284049e+03,3.909276e-09,-2.217060e-08
5.194157e+03,4.358415e+03,3.777010e-09,-2.142049e-08
5.287129e+03,4.436428e+03,3.645342e-09,-2.067376e-08
5.380102e+03,4.514442e+03,3.520441e-09,-1.996542e-08
5.468727e+03,4.588807e+03,3.407263e-09,-1.932355e-08
5.548861e+03,4.656048e+03,3.309561e-09,-1.876945e-08
5.616757e+03,4.713018e+03,3.230033e-09,-1.831843e-08
5.669238e+03,4.757055e+03,3.170508e-09,-1.798084e-08
5.703846e+03,4.786095e+03,3.132150e-09,-1.776331e-08
5.718850e+03,4.798685e+03,3.115737e-09,-1.767022e-08
5.735098e+03,4.812318e+03,3.098108e-09,-1.757024e-08
5.772575e+03,4.843765e+03,3.058011e-09,-1.734284e-08
5.829406e+03,4.891452e+03,2.998676e-09,-1.700634e-08
5.902929e+03,4.953146e+03,2.924442e-09,-1.658534e-08
5.989705e+03,5.025959e+03,2.840320e-09,-1.610825e-08
6.085677e+03,5.106489e+03,2.751442e-09,-1.560420e-08
6.186356e+03,5.190969e+03,2.662615e-09,-1.510044e-08
6.287035e+03,5.275449e+03,2.578020e-09,-1.462068e-08
6.383007e+03,5.355979e+03,2.501080e-09,-1.418433e-08
6.469783e+03,5.428793e+03,2.434438e-09,-1.380638e-08
6.543306e+03,5.490486e+03,2.380037e-09,-1.349786e-08
6.600137e+03,5.538173e+03,2.339226e-09,-1.326641e-08
6.637614e+03,5.569620e+03,2.312886e-09,-1.311703e-08
6.653862e+03,5.583253e+03,2.301604e-09,-1.305304e-08
6.671353e+03,5.597930e+03,2.289551e-09,-1.298469e-08
6.711699e+03,5.631784e+03,2.262107e-09,-1.282905e-08
6.772880e+03,5.683122e+03,2.221423e-09,-1.259832e-08
6.852031e+03,5.749537e+03,2.170399e-09,-1.230894e-08
6.945450e+03,5.827924e+03,2.112406e-09,-1.198005e-08
7.048767e+03,5.914618e+03,2.050935e-09,-1.163143e-08
7.157153e+03,6.005565e+03,1.989287e-09,-1.128181e-08
7.265539e+03,6.096511e+03,1.930379e-09,-1.094772e-08
7.368857e+03,6.183205e+03,1.876627e-09,-1.064288e-08
7.462275e+03,6.261592e+03,1.829935e-09,-1.037808e-08
7.541426e+03,6.328008e+03,1.791724e-09,-1.016137e-08
7.602607e+03,6.379345e+03,1.763003e-09,-9.998487e-09
7.642953e+03,6.413199e+03,1.744439e-09,-9.893205e-09
